,artist_id,name,artist_url
2376,2023-hercules,Hercules,/artists/2023-hercules/
2377,28249-kyle-bobby-dunn,Kyle Bobby Dunn,/artists/28249-kyle-bobby-dunn/
2378,megan-thee-stallion,Megan Thee Stallion,/artists/megan-thee-stallion/
2379,3675-sharkey,Sharkey,/artists/3675-sharkey/
2380,32875-anna-caragnano-donato-dozzy,Anna Caragnano & Donato Dozzy,/artists/32875-anna-caragnano-donato-dozzy/
2381,29901-motion-sickness-of-time-travel,Motion Sickness of Time Travel,/artists/29901-motion-sickness-of-time-travel/
2382,30855-billow-observatory,Billow Observatory,/artists/30855-billow-observatory/
2383,29708-action-bronson,Action Bronson,/artists/29708-action-bronson/
2384,905-isobel-campbell,Isobel Campbell,/artists/905-isobel-campbell/
2385,8321-roy-orbison,Roy Orbison,/artists/8321-roy-orbison/
2386,34109-senyawa,Senyawa,/artists/34109-senyawa/
2387,24039-milton-nascimento,Milton Nascimento,/artists/24039-milton-nascimento/
2388,24038-lo-borges,Lô Borges,/artists/24038-lo-borges/
2389,910-cee-lo-green,Cee-Lo Green,/artists/910-cee-lo-green/
2390,27403-bee-gees,Bee Gees,/artists/27403-bee-gees/
2391,6027-jurgen-paape,Jürgen Paape,/artists/6027-jurgen-paape/
2392,32669-kaitlyn-aurelia-smith,Kaitlyn Aurelia Smith,/artists/32669-kaitlyn-aurelia-smith/
2393,625-boduf-songs,Boduf Songs,/artists/625-boduf-songs/
2394,655-calla,Calla,/artists/655-calla/
2395,830-the-coral,The Coral,/artists/830-the-coral/
2396,3422-linda-perhacs,Linda Perhacs,/artists/3422-linda-perhacs/
2397,3902-sparklehorse,Sparklehorse,/artists/3902-sparklehorse/
2398,5789-abe-vigoda,Abe Vigoda,/artists/5789-abe-vigoda/
2399,19132-bill-dixon,Bill Dixon,/artists/19132-bill-dixon/
2400,2956-maximo-park,Maximo Park,/artists/2956-maximo-park/
2401,5332-american-catastrophe,American Catastrophe,/artists/5332-american-catastrophe/
2402,32915-kamasi-washington,Kamasi Washington,/artists/32915-kamasi-washington/
2403,lights-fluorescent,Lights Fluorescent,/artists/lights-fluorescent/
2404,450-braid,Braid,/artists/450-braid/
2405,jonas-brothers,Jonas Brothers,/artists/jonas-brothers/
2406,32957-adult-mom,Adult Mom,/artists/32957-adult-mom/
2407,27990-peter-broderick,Peter Broderick,/artists/27990-peter-broderick/
2408,32925-shopping,Shopping,/artists/32925-shopping/
2409,30521-willits-sakamoto,Willits + Sakamoto,/artists/30521-willits-sakamoto/
2410,n-francisco-symphony,San Francisco Symphony,/artists/san-francisco-symphony/
2411,2368-the-killers,The Killers,/artists/2368-the-killers/
2412,5368-bjorn-torske,Bjørn Torske,/artists/5368-bjorn-torske/
2413,785-cocteau-twins,Cocteau Twins,/artists/785-cocteau-twins/
2414,34400-expander,Expander,/artists/34400-expander/
2415,607-baikonour,Baïkonour,/artists/607-baikonour/
2416,bob-moses,Bob Moses,/artists/bob-moses/
2417,1706-the-get-up-kids,The Get Up Kids,/artists/1706-the-get-up-kids/
2418,4126-sunset-rubdown,Sunset Rubdown,/artists/4126-sunset-rubdown/
2419,mal-blum,Mal Blum,/artists/mal-blum/
2420,3006-the-national,The National,/artists/3006-the-national/
2421,quinn,quinn,/artists/quinn/
2422,11316-anthony-braxton,Anthony Braxton,/artists/11316-anthony-braxton/
2423,4436-the-unicorns,The Unicorns,/artists/4436-the-unicorns/
2424,2414-lali-puna,Lali Puna,/artists/2414-lali-puna/
2425,bamba-pana,Bamba Pana,/artists/bamba-pana/
2426,34170-stefflon-don,Stefflon Don,/artists/34170-stefflon-don/
2427,32734-sumac,Sumac,/artists/32734-sumac/
2428,1018-richard-davies,Richard Davies,/artists/1018-richard-davies/
2429,33163-patrice-rushen,Patrice Rushen,/artists/33163-patrice-rushen/
2430,2938-man-man,Man Man,/artists/2938-man-man/
2431,ndy-shauf,Andy Shauf,/artists/andy-shauf/
2432,4379-team-sleep,Team Sleep,/artists/4379-team-sleep/
2433,now,R+R=NOW,/artists/rrnow/
2434,3962-joe-strummer,Joe Strummer,/artists/3962-joe-strummer/
2435,22787-peverelist,Peverelist,/artists/22787-peverelist/
2436,5106-young-widows,Young Widows,/artists/5106-young-widows/
2437,307-bauhaus,Bauhaus,/artists/307-bauhaus/
2438,3984-sunn-o,Sunn O))),/artists/3984-sunn-o/
2439,32851-jlin,Jlin,/artists/32851-jlin/
2440,nna-and-elizabeth,Anna & Elizabeth,/artists/anna-and-elizabeth/
2441,5284-john-wiese,John Wiese,/artists/5284-john-wiese/
2442,5601-liam-finn,Liam Finn,/artists/5601-liam-finn/
2443,2182-jan-jelinek,Jan Jelinek,/artists/2182-jan-jelinek/
2444,ursula-k-le-guin,Ursula K. Le Guin,/artists/ursula-k-le-guin/
2445,odd-barton,Todd Barton,/artists/todd-barton/
2446,28353-wild-nothing,Wild Nothing,/artists/28353-wild-nothing/
2447,31323-asg,ASG,/artists/31323-asg/
2448,771-the-clash,The Clash,/artists/771-the-clash/
2449,4923-jucifer,Jucifer,/artists/4923-jucifer/
2450,28397-underworld-vs-the-misterons,Underworld Vs. the Misterons,/artists/28397-underworld-vs-the-misterons/
2451,3531-the-raveonettes,The Raveonettes,/artists/3531-the-raveonettes/
2452,5293-pantha-du-prince,Pantha du Prince,/artists/5293-pantha-du-prince/
2453,4755-mobb-deep,Mobb Deep,/artists/4755-mobb-deep/
2454,33845-jackmaster,Jackmaster,/artists/33845-jackmaster/
2455,5421-bobby-bare,Bobby Bare,/artists/5421-bobby-bare/
2456,edbait,Redbait,/artists/redbait/
2457,28255-tanlines,Tanlines,/artists/28255-tanlines/
2458,ben-lamar-gay,Ben LaMar Gay,/artists/ben-lamar-gay/
2459,34222-sir,SiR,/artists/34222-sir/
2460,31662-rashad-becker,Rashad Becker,/artists/31662-rashad-becker/
2461,dj-blackpower,dj blackpower,/artists/dj-blackpower/
2462,6493-harvey-milk,Harvey Milk,/artists/6493-harvey-milk/
2463,4360-shugo-tokumaru,Shugo Tokumaru,/artists/4360-shugo-tokumaru/
2464,9602-laura-marling,Laura Marling,/artists/9602-laura-marling/
2465,32486-nocturnal-poisoning,Nocturnal Poisoning,/artists/32486-nocturnal-poisoning/
2466,1252-de-novo-dahl,De Novo Dahl,/artists/1252-de-novo-dahl/
2467,3658-josh-ritter,Josh Ritter,/artists/3658-josh-ritter/
2468,29364-geotic,Geotic,/artists/29364-geotic/
2469,2593-losoul,Losoul,/artists/2593-losoul/
2470,5424-a-place-to-bury-strangers,A Place to Bury Strangers,/artists/5424-a-place-to-bury-strangers/
2471,4542-rufus-wainwright,Rufus Wainwright,/artists/4542-rufus-wainwright/
2472,10788-janelle-monae,Janelle Monáe,/artists/10788-janelle-monae/
2473,31259-tinashe,Tinashe,/artists/31259-tinashe/
2474,5545-pylon,Pylon,/artists/5545-pylon/
2475,433-bosco-and-jorge,Bosco and Jorge,/artists/433-bosco-and-jorge/
2476,8298-spiral-stairs,Spiral Stairs,/artists/8298-spiral-stairs/
2477,33167-king-sunny-ade,King Sunny Adé,/artists/33167-king-sunny-ade/
2478,26398-cut-off-your-hands,Cut Off Your Hands,/artists/26398-cut-off-your-hands/
2479,3105-neurosis,Neurosis,/artists/3105-neurosis/
2480,4845-first-nation,First Nation,/artists/4845-first-nation/
2481,2111-the-international-noise-conspiracy,The (International) Noise Conspiracy,/artists/2111-the-international-noise-conspiracy/
2482,8485-van-dyke-parks,Van Dyke Parks,/artists/8485-van-dyke-parks/
2483,maluma,Maluma,/artists/maluma/
2484,32106-kalle-mattson,Kalle Mattson,/artists/32106-kalle-mattson/
2485,30119-bobby-charles,Bobby Charles,/artists/30119-bobby-charles/
2486,5205-timbaland,Timbaland,/artists/5205-timbaland/
2487,31933-modern-baseball,Modern Baseball,/artists/31933-modern-baseball/
2488,33277-lucas,Lucas,/artists/33277-lucas/
2489,5138-the-view,The View,/artists/5138-the-view/
2490,19355-endless-boogie,Endless Boogie,/artists/19355-endless-boogie/
2491,1545-4-hero,4 Hero,/artists/1545-4-hero/
2492,2694-maserati,Maserati,/artists/2694-maserati/
2493,29998-fidlar,FIDLAR,/artists/29998-fidlar/
2494,29804-olivia-wyatt,Olivia Wyatt,/artists/29804-olivia-wyatt/
2495,4507-velvet-crush,Velvet Crush,/artists/4507-velvet-crush/
2496,166-jon-auer,Jon Auer,/artists/166-jon-auer/
2497,31594-default-genders,Default Genders,/artists/31594-default-genders/
2498,1284-earlimart,Earlimart,/artists/1284-earlimart/
2499,19895-ultramarine,Ultramarine,/artists/19895-ultramarine/
2500,5583-school-of-language,School of Language,/artists/5583-school-of-language/
2501,5446-shock-cinema,Shock Cinema,/artists/5446-shock-cinema/
2502,2229-junior-boys,Junior Boys,/artists/2229-junior-boys/
2503,809-concentrik,Concentrik,/artists/809-concentrik/
2504,5180-ghost-stories,Ghost Stories,/artists/5180-ghost-stories/
2505,27573-obi-best,Obi Best,/artists/27573-obi-best/
2506,28044-mayer-hawthorne,Mayer Hawthorne,/artists/28044-mayer-hawthorne/
2507,4192-tender-trap,Tender Trap,/artists/4192-tender-trap/
2508,34078-jg-biberkopf,J.G. Biberkopf,/artists/34078-jg-biberkopf/
2509,28423-future-islands,Future Islands,/artists/28423-future-islands/
2510,5586-witchcraft,Witchcraft,/artists/5586-witchcraft/
2511,32201-loops-haunt,Loops Haunt,/artists/32201-loops-haunt/
2512,571-bloc-party,Bloc Party,/artists/571-bloc-party/
2513,2964-mandy,M.A.N.D.Y.,/artists/2964-mandy/
2514,5146-the-diminisher,The Diminisher,/artists/5146-the-diminisher/
2515,893-cobra-verde,Cobra Verde,/artists/893-cobra-verde/
2516,3118-nations-by-the-river,Nations by the River,/artists/3118-nations-by-the-river/
2517,32605-gabi,GABI,/artists/32605-gabi/
2518,hc-mcentire,H.C. McEntire,/artists/hc-mcentire/
2519,32763-caina,Caïna,/artists/32763-caina/
2520,1929-the-herbaliser,The Herbaliser,/artists/1929-the-herbaliser/
2521,8168-ben-chasny,Ben Chasny,/artists/8168-ben-chasny/
2522,30322-gala-drop,Gala Drop,/artists/30322-gala-drop/
2523,28960-signaldrift,Signaldrift,/artists/28960-signaldrift/
2524,5414-prefab-sprout,Prefab Sprout,/artists/5414-prefab-sprout/
2525,4783-wolves-in-the-throne-room,Wolves in the Throne Room,/artists/4783-wolves-in-the-throne-room/
2526,5580-double-dagger,Double Dagger,/artists/5580-double-dagger/
2527,9598-telepathe,Telepathe,/artists/9598-telepathe/
2528,l-against-all-logic,Against All Logic,/artists/aal-against-all-logic/
2529,221-arcade-fire,Arcade Fire,/artists/221-arcade-fire/
2530,2598-lcd-soundsystem,LCD Soundsystem,/artists/2598-lcd-soundsystem/
2531,3134-phil-ochs,Phil Ochs,/artists/3134-phil-ochs/
2532,2423-jon-langford,Jon Langford,/artists/2423-jon-langford/
2533,3679-the-sadies,The Sadies,/artists/3679-the-sadies/
2534,2053-hot-chip,Hot Chip,/artists/2053-hot-chip/
2535,3565-retsin,Retsin,/artists/3565-retsin/
2536,961-cage,Cage,/artists/961-cage/
2537,29342-young-magic,Young Magic,/artists/29342-young-magic/
2538,5134-the-besnard-lakes,The Besnard Lakes,/artists/5134-the-besnard-lakes/
2539,33712-alice-bag,Alice Bag,/artists/33712-alice-bag/
2540,3242-june-panic,June Panic,/artists/3242-june-panic/
2541,29126-cinema-red-and-blue,Cinema Red and Blue,/artists/29126-cinema-red-and-blue/
2542,5068-ciara,Ciara,/artists/5068-ciara/
2543,great-grandpa,Great Grandpa,/artists/great-grandpa/
2544,32267-sculpture,Sculpture,/artists/32267-sculpture/
2545,5035-horse-feathers,Horse Feathers,/artists/5035-horse-feathers/
2546,32739-diet-cig,Diet Cig,/artists/32739-diet-cig/
2547,1482-50-cent,50 Cent,/artists/1482-50-cent/
2548,15839-robert-ashley,Robert Ashley,/artists/15839-robert-ashley/
2549,2870-murs,Murs,/artists/2870-murs/
2550,32782-white-gzus,White Gzus,/artists/32782-white-gzus/
2551,10820-roommate,Roommate,/artists/10820-roommate/
2552,1016-datsuns,Datsuns,/artists/1016-datsuns/
2553,30056-fatima-al-qadiri,Fatima Al Qadiri,/artists/30056-fatima-al-qadiri/
2554,27866-mungolian-jet-set,Mungolian Jet Set,/artists/27866-mungolian-jet-set/
2555,5090-noah-georgeson,Noah Georgeson,/artists/5090-noah-georgeson/
2556,5600-these-are-powers,These Are Powers,/artists/5600-these-are-powers/
2557,28985-actress,Actress,/artists/28985-actress/
2558,22869-stereo-image,Stereo Image,/artists/22869-stereo-image/
2559,2856-ms-john-soda,Ms. John Soda,/artists/2856-ms-john-soda/
2560,29706-co-la,Co La,/artists/29706-co-la/
2561,30501-matthew-e-white,Matthew E. White,/artists/30501-matthew-e-white/
2562,32755-eartheater,Eartheater,/artists/32755-eartheater/
2563,24563-menace-ruine,Menace Ruine,/artists/24563-menace-ruine/
2564,3990-suntanama,Suntanama,/artists/3990-suntanama/
2565,mhd,MHD,/artists/mhd/
2566,29695-thundercat,Thundercat,/artists/29695-thundercat/
2567,1497-firewater,Firewater,/artists/1497-firewater/
2568,24278-nimrod-workman,Nimrod Workman,/artists/24278-nimrod-workman/
2569,3939-the-starvations,The Starvations,/artists/3939-the-starvations/
2570,28699-the-soft-moon,The Soft Moon,/artists/28699-the-soft-moon/
2571,31078-objekt,Objekt,/artists/31078-objekt/
2572,2945-magnolia-electric-co,Magnolia Electric Co.,/artists/2945-magnolia-electric-co/
2573,29764-cities-aviv,Cities Aviv,/artists/29764-cities-aviv/
2574,30419-ice-choir,Ice Choir,/artists/30419-ice-choir/
2575,4148-someone-still-loves-you-boris-yeltsin,Someone Still Loves You Boris Yeltsin,/artists/4148-someone-still-loves-you-boris-yeltsin/
2576,3696-sasha,Sasha,/artists/3696-sasha/
2577,30020-nacho-picasso,Nacho Picasso,/artists/30020-nacho-picasso/
2578,28334-lindstrom-christabelle,Lindstrøm & Christabelle,/artists/28334-lindstrom-christabelle/
2579,3740-self,Self,/artists/3740-self/
2580,952-billy-corgan,Billy Corgan,/artists/952-billy-corgan/
2581,10189-mocky,Mocky,/artists/10189-mocky/
2582,32264-goldlink,GoldLink,/artists/32264-goldlink/
2583,2745-meshuggah,Meshuggah,/artists/2745-meshuggah/
2584,2970-the-most-serene-republic,The Most Serene Republic,/artists/2970-the-most-serene-republic/
2585,1859-giant-drag,Giant Drag,/artists/1859-giant-drag/
2586,2910-nellie-mckay,Nellie McKay,/artists/2910-nellie-mckay/
2587,3182-the-other-people-place,The Other People Place,/artists/3182-the-other-people-place/
2588,34129-dams-of-the-west,Dams of the West,/artists/34129-dams-of-the-west/
2589,29741-total-babes,Total Babes,/artists/29741-total-babes/
2590,2497-lithops,Lithops,/artists/2497-lithops/
2591,10167-glasvegas,Glasvegas,/artists/10167-glasvegas/
2592,gulfer,Gulfer,/artists/gulfer/
2593,zun-waves,Szun Waves,/artists/szun-waves/
2594,1806-jim-guthrie,Jim Guthrie,/artists/1806-jim-guthrie/
2595,4906-fujiya-miyagi,Fujiya & Miyagi,/artists/4906-fujiya-miyagi/
2596,3885-soundgarden,Soundgarden,/artists/3885-soundgarden/
2597,3003-nina-nastasia,Nina Nastasia,/artists/3003-nina-nastasia/
2598,4073-seachange,Seachange,/artists/4073-seachange/
2599,5061-starless-bible-black,Starless & Bible Black,/artists/5061-starless-bible-black/
2600,32938-mutoid-man,Mutoid Man,/artists/32938-mutoid-man/
2601,5679-neon-neon,Neon Neon,/artists/5679-neon-neon/
2602,3458-phonophani,Phonophani,/artists/3458-phonophani/
2603,1461-fatal-flying-guilloteens,Fatal Flying Guilloteens,/artists/1461-fatal-flying-guilloteens/
2604,19099-i03,I/03,/artists/19099-i03/
2605,9729-sinkane,Sinkane,/artists/9729-sinkane/
2606,3842-patti-smith,Patti Smith,/artists/3842-patti-smith/
2607,2967-eric-malmberg,Eric Malmberg,/artists/2967-eric-malmberg/
2608,5057-pinebender,Pinebender,/artists/5057-pinebender/
2609,oul-glo,Soul Glo,/artists/soul-glo/
2610,23786-mark-pritchard,Mark Pritchard,/artists/23786-mark-pritchard/
2611,mort-garson,Mort Garson,/artists/mort-garson/
2612,5078-pop-levi,Pop Levi,/artists/5078-pop-levi/
2613,28625-the-hood-internet,The Hood Internet,/artists/28625-the-hood-internet/
2614,30848-forgotten-tomb,Forgotten Tomb,/artists/30848-forgotten-tomb/
2615,5490-mgmt,MGMT,/artists/5490-mgmt/
2616,5655-genghis-tron,Genghis Tron,/artists/5655-genghis-tron/
2617,670-cannibal-ox,Cannibal Ox,/artists/670-cannibal-ox/
2618,boy-pablo,Boy Pablo,/artists/boy-pablo/
2619,4051-shat,Shat,/artists/4051-shat/
2620,2520-longwave,Longwave,/artists/2520-longwave/
2621,4810-serge-gainsbourg,Serge Gainsbourg,/artists/4810-serge-gainsbourg/
2622,3308-phthalocyanine,Phthalocyanine,/artists/3308-phthalocyanine/
2623,29238-odd-future-wolf-gang-kill-them-all,Odd Future Wolf Gang Kill Them All,/artists/29238-odd-future-wolf-gang-kill-them-all/
2624,10879-ashley-monroe,Ashley Monroe,/artists/10879-ashley-monroe/
2625,caterina-barbieri,Caterina Barbieri,/artists/caterina-barbieri/
2626,32501-axis-sova,Axis: Sova,/artists/32501-axis-sova/
2627,27519-twilight-singers,Twilight Singers,/artists/27519-twilight-singers/
2628,k-bandamont,AK Bandamont,/artists/ak-bandamont/
2629,3103-neptune,Neptune,/artists/3103-neptune/
2630,30175-m-geddes-gengras,M. Geddes Gengras,/artists/30175-m-geddes-gengras/
2631,5587-enter-shikari,Enter Shikari,/artists/5587-enter-shikari/
2632,2963-roisin-murphy,Róisín Murphy,/artists/2963-roisin-murphy/
2633,2660-manic-street-preachers,Manic Street Preachers,/artists/2660-manic-street-preachers/
2634,jaime-wyatt,Jaime Wyatt,/artists/jaime-wyatt/
2635,ziur,Ziúr,/artists/ziur/
2636,3874-thurston-moore,Thurston Moore,/artists/3874-thurston-moore/
2637,27566-circlesquare,Circlesquare,/artists/27566-circlesquare/
2638,5621-60-watt-kid,60 Watt Kid,/artists/5621-60-watt-kid/
2639,3487-the-pinker-tones,The Pinker Tones,/artists/3487-the-pinker-tones/
2640,28060-the-xx,The xx,/artists/28060-the-xx/
2641,32250-k-leimer,K. Leimer,/artists/32250-k-leimer/
2642,32573-lucrecia-dalt,Lucrecia Dalt,/artists/32573-lucrecia-dalt/
2643,19280-boredoms,Boredoms,/artists/19280-boredoms/
2644,4822-au-revoir-simone,Au Revoir Simone,/artists/4822-au-revoir-simone/
2645,28238-applescal,Applescal,/artists/28238-applescal/
2646,4522-vast-aire,Vast Aire,/artists/4522-vast-aire/
2647,29116-colleen-green,Colleen Green,/artists/29116-colleen-green/
2648,259-arctic-monkeys,Arctic Monkeys,/artists/259-arctic-monkeys/
2649,emma-jean-thackray,Emma-Jean Thackray,/artists/emma-jean-thackray/
2650,30370-anhedonist,Anhedonist,/artists/30370-anhedonist/
2651,1686-gas,GAS,/artists/1686-gas/
2652,32356-hanssen,Hanssen,/artists/32356-hanssen/
2653,he-gun-club,The Gun Club,/artists/the-gun-club/
2654,max-de-wardener,Max de Wardener,/artists/max-de-wardener/
2655,4225-three-mile-pilot,Three Mile Pilot,/artists/4225-three-mile-pilot/
2656,30348-ides-of-gemini,Ides of Gemini,/artists/30348-ides-of-gemini/
2657,33937-darcy-james-argues-secret-societ,Darcy James Argue's Secret Society,/artists/33937-darcy-james-argues-secret-societ/
2658,33699-ensemble-dal-niente,Ensemble Dal Niente,/artists/33699-ensemble-dal-niente/
2659,pontiac-streator,Pontiac Streator,/artists/pontiac-streator/
2660,ulla-straus,Ulla Straus,/artists/ulla-straus/
2661,3993-super-furry-animals,Super Furry Animals,/artists/3993-super-furry-animals/
2662,yung-bans-and-gunna,Yung Bans,/artists/yung-bans-and-gunna/
2663,31034-laura-stevenson,Laura Stevenson,/artists/31034-laura-stevenson/
2664,mbar-lucid,Ambar Lucid,/artists/ambar-lucid/
2665,28492-gigi-no-kids,Gigi,/artists/28492-gigi-no-kids/
2666,34247-dj-seinfeld,DJ Seinfeld,/artists/34247-dj-seinfeld/
2667,hannon-lay,Shannon Lay,/artists/shannon-lay/
2668,1337-embrace,Embrace,/artists/1337-embrace/
2669,cardi-b,Cardi B,/artists/cardi-b/
2670,27831-la-roux,La Roux,/artists/27831-la-roux/
2671,28034-warpaint,Warpaint,/artists/28034-warpaint/
2672,2490-arto-lindsay,Arto Lindsay,/artists/2490-arto-lindsay/
2673,33843-tangents,Tangents,/artists/33843-tangents/
2674,1922-helmet,Helmet,/artists/1922-helmet/
2675,4945-rafter,Rafter,/artists/4945-rafter/
2676,27678-wave-machines,Wave Machines,/artists/27678-wave-machines/
2677,2212-simon-joyner,Simon Joyner,/artists/2212-simon-joyner/
2678,27524-the-secret-machines,The Secret Machines,/artists/27524-the-secret-machines/
2679,30970-torres,Torres,/artists/30970-torres/
2680,31610-into-it-over-it,Into It. Over It.,/artists/31610-into-it-over-it/
2681,3507-bogdan-raczynski,Bogdan Raczynski,/artists/3507-bogdan-raczynski/
2682,4529-vitalic,Vitalic,/artists/4529-vitalic/
2683,3624-the-rosebuds,The Rosebuds,/artists/3624-the-rosebuds/
2684,30542-white-lung,White Lung,/artists/30542-white-lung/
2685,32553-richard-dawson,Richard Dawson,/artists/32553-richard-dawson/
2686,moneybagg-yo,Moneybagg Yo,/artists/moneybagg-yo/
2687,chastity,Chastity,/artists/chastity/
2688,nocturnus-ad,Nocturnus AD,/artists/nocturnus-ad/
2689,30349-dawn-richard,Dawn Richard,/artists/30349-dawn-richard/
2690,29795-fathers-children,Father's Children,/artists/29795-fathers-children/
2691,32945-time-wharp,Time Wharp,/artists/32945-time-wharp/
2692,logic1000,Logic1000,/artists/logic1000/
2693,14904-mary-margaret-ohara,Mary Margaret O’Hara,/artists/14904-mary-margaret-ohara/
2694,31851-logos,Logos,/artists/31851-logos/
2695,5698-melchior-productions,Melchior Productions,/artists/5698-melchior-productions/
2696,4171-tangerine-dream,Tangerine Dream,/artists/4171-tangerine-dream/
2697,8317-ray-charles,Ray Charles,/artists/8317-ray-charles/
2698,8657-human-highway,Human Highway,/artists/8657-human-highway/
2699,2529-los-straitjackets,Los Straitjackets,/artists/2529-los-straitjackets/
2700,2514-lone-pigeon,Lone Pigeon,/artists/2514-lone-pigeon/
2701,2944-willy-mason,Willy Mason,/artists/2944-willy-mason/
2702,33957-bobby-kapp,Bobby Kapp,/artists/33957-bobby-kapp/
2703,974-cinemechanica,Cinemechanica,/artists/974-cinemechanica/
2704,33361-kedr-livanskiy,Kedr Livanskiy,/artists/33361-kedr-livanskiy/
2705,2370-keane,Keane,/artists/2370-keane/
2706,30885-theologian,Theologian,/artists/30885-theologian/
2707,lvin-curran,Alvin Curran,/artists/alvin-curran/
2708,31392-diarrhea-planet,Diarrhea Planet,/artists/31392-diarrhea-planet/
2709,29453-xxxy,xxxy,/artists/29453-xxxy/
2710,30559-lil-reese,Lil Reese,/artists/30559-lil-reese/
2711,33513-zach-cooper,Zach Cooper,/artists/33513-zach-cooper/
2712,j-mamana,J. Mamana,/artists/j-mamana/
2713,717-cerberus-shoal,Cerberus Shoal,/artists/717-cerberus-shoal/
2714,n-sweet,IAN SWEET,/artists/ian-sweet/
2715,eris-drew,Eris Drew,/artists/eris-drew/
2716,4609-winter-blanket,Winter Blanket,/artists/4609-winter-blanket/
2717,2693-j-mascis,J Mascis,/artists/2693-j-mascis/
2718,29257-danny-brown,Danny Brown,/artists/29257-danny-brown/
2719,3485-the-pretenders,The Pretenders,/artists/3485-the-pretenders/
2720,33105-briana-marela,Briana Marela,/artists/33105-briana-marela/
2721,24535-the-lord-dog-bird,The Lord Dog Bird,/artists/24535-the-lord-dog-bird/
2722,4513-viva-voce,Viva Voce,/artists/4513-viva-voce/
2723,26548-the-lovely-sparrows,The Lovely Sparrows,/artists/26548-the-lovely-sparrows/
2724,232-ada,Ada,/artists/232-ada/
2725,2696-massive-attack,Massive Attack,/artists/2696-massive-attack/
2726,5513-white-rainbow,White Rainbow,/artists/5513-white-rainbow/
2727,new-optimism,New Optimism,/artists/new-optimism/
2728,34045-gordon-downie,Gord Downie,/artists/34045-gordon-downie/
2729,gus-dapperton,Gus Dapperton,/artists/gus-dapperton/
2730,918-controllercontroller,Controller.Controller,/artists/918-controllercontroller/
2731,28890-unknown-mortal-orchestra,Unknown Mortal Orchestra,/artists/28890-unknown-mortal-orchestra/
2732,34443-kettenkarussell,Kettenkarussell,/artists/34443-kettenkarussell/
2733,3031-new-order,New Order,/artists/3031-new-order/
2734,1498-fischerspooner,Fischerspooner,/artists/1498-fischerspooner/
2735,2619-lindstrom,Lindstrøm,/artists/2619-lindstrom/
2736,29942-octo-octa,Octo Octa,/artists/29942-octo-octa/
2737,eddy-abrams,Teddy Abrams,/artists/teddy-abrams/
2738,3998-superchunk,Superchunk,/artists/3998-superchunk/
2739,3509-radian,Radian,/artists/3509-radian/
2740,4374-13-god,13 & God,/artists/4374-13-god/
2741,28921-koreless,Koreless,/artists/28921-koreless/
2742,1204-descendents,Descendents,/artists/1204-descendents/
2743,31444-dornik,Dornik,/artists/31444-dornik/
2744,crimeapple,CRIMEAPPLE,/artists/crimeapple/
2745,3650-steve-reid,Steve Reid,/artists/3650-steve-reid/
2746,good-sad-happy-bad,Good Sad Happy Bad,/artists/good-sad-happy-bad/
2747,4944-ludacris,Ludacris,/artists/4944-ludacris/
2748,5015-corrina-repp,Corrina Repp,/artists/5015-corrina-repp/
2749,5649-el-guincho,El Guincho,/artists/5649-el-guincho/
2750,1673-galaxie-500,Galaxie 500,/artists/1673-galaxie-500/
2751,9474-tom-petty,Tom Petty,/artists/9474-tom-petty/
2752,30844-taco-leg,Taco Leg,/artists/30844-taco-leg/
2753,577-sir-richard-bishop,Sir Richard Bishop,/artists/577-sir-richard-bishop/
2754,5480-the-nels-cline-singers,The Nels Cline Singers,/artists/5480-the-nels-cline-singers/
2755,4573-paul-weller,Paul Weller,/artists/4573-paul-weller/
2756,340-bettie-serveert,Bettie Serveert,/artists/340-bettie-serveert/
2757,32378-caustic-window,Caustic Window,/artists/32378-caustic-window/
2758,30779-io-echo,IO ECHO,/artists/30779-io-echo/
2759,6054-roxy-music,Roxy Music,/artists/6054-roxy-music/
2760,mamalarky,Mamalarky,/artists/mamalarky/
2761,29295-seapony,Seapony,/artists/29295-seapony/
2762,30048-chains-of-love,Chains of Love,/artists/30048-chains-of-love/
2763,1955-his-name-is-alive,His Name Is Alive,/artists/1955-his-name-is-alive/
2764,mavi,Mavi,/artists/mavi/
2765,32542-kolsch,Kölsch,/artists/32542-kolsch/
2766,4828-my-brightest-diamond,My Brightest Diamond,/artists/4828-my-brightest-diamond/
2767,31250-hooded-fang,Hooded Fang,/artists/31250-hooded-fang/
2768,1322-electric-turn-to-me,Electric Turn to Me,/artists/1322-electric-turn-to-me/
2769,30648-aap-ferg,A$AP Ferg,/artists/30648-aap-ferg/
2770,4089-sons-and-daughters,Sons and Daughters,/artists/4089-sons-and-daughters/
2771,3430-parsley-sound,Parsley Sound,/artists/3430-parsley-sound/
2772,1113-dj-shadow,DJ Shadow,/artists/1113-dj-shadow/
2773,5420-tiny-vipers,Tiny Vipers,/artists/5420-tiny-vipers/
2774,2987-mellowdrone,Mellowdrone,/artists/2987-mellowdrone/
2775,3946-stereophonics,Stereophonics,/artists/3946-stereophonics/
2776,591-the-bravery,The Bravery,/artists/591-the-bravery/
2777,30311-le1f,Le1f,/artists/30311-le1f/
2778,3428-the-pleased,The Pleased,/artists/3428-the-pleased/
2779,ch-chigga,Rich Brian,/artists/rich-chigga/
2780,27941-black-anvil,Black Anvil,/artists/27941-black-anvil/
2781,33787-kelsey-lu,Kelsey Lu,/artists/33787-kelsey-lu/
